1.15489e+07, 144720
1.15489e+07, 144714
1.15489e+07, 144708
1.15489e+07, 144700
1.15489e+07, 144692
1.15489e+07, 144682
1.15489e+07, 144671
1.15489e+07, 144658
1.15489e+07, 144645
1.15489e+07, 144637
1.15489e+07, 144628
1.15489e+07, 144620
1.1549e+07, 144611
1.1549e+07, 144606
1.1549e+07, 144600
1.1549e+07, 144597
1.1549e+07, 144595
1.1549e+07, 144592
1.1549e+07, 144588
1.1549e+07, 144585
1.1549e+07, 144581
